Timestamp,CO (ppm),CO2 (ppm),Ethanol (ppm),NH4 (ppm),Tolueno (ppm),Acetone (ppm),Temperatura (°C),Humedad (%)
2025-04-10 11:28:10,0.9945197,404.4181,198.7055,97.59054,44.02077,316.9797,33,53
2025-04-10 11:28:13,1.021024,409.5002,198.0582,97.73084,43.86676,317.3363,33,53
2025-04-10 11:28:16,0.9877064,405.7449,197.6402,96.25578,44.17677,323.6709,33,53
2025-04-10 11:28:18,1.012458,409.1631,199.1488,96.66294,44.49364,318.0238,33,53
2025-04-10 11:28:21,0.9694854,407.9579,198.7189,95.66337,42.84259,320.6302,33,53
2025-04-10 11:28:24,0.9958318,403.7097,196.7832,96.66505,43.19646,318.7186,33,53
2025-04-10 11:28:27,0.9862315,405.2376,197.2126,96.17125,43.81546,321.74,33,53
2025-04-10 11:28:29,0.9986561,406.0234,198.2874,97.82822,44.28996,320.2446,33,53
2025-04-10 11:28:32,1.011129,404.1047,197.9469,98.39055,43.76108,319.1646,33,53
2025-04-10 11:28:35,1.00115,404.8912,198.4933,95.31171,43.97073,318.4241,33,53
2025-04-10 11:28:38,0.9931548,408.3587,199.335,96.58436,42.14999,317.3459,33,53
2025-04-10 11:28:41,1.000025,405.2621,199.5472,96.34146,43.97073,323.9862,33,53
2025-04-10 11:28:43,1.031078,412.6607,201.9085,97.67626,43.61111,322.8437,33,53
2025-04-10 11:28:46,0.9999901,409.8513,198.6988,96.49625,44.59178,319.4805,33,53
2025-04-10 11:28:49,0.998735,402.8875,197.1917,96.83511,43.60379,321.0098,33,53
2025-04-10 11:28:52,1.011323,406.8411,199.3253,97.08349,44.12771,320.2494,33,53
2025-04-10 11:28:54,0.998623,406.4157,197.4148,98.01179,44.22289,317.3898,33,53
2025-04-10 11:28:57,0.9972305,404.8947,199.8511,97.34583,43.55765,323.618,33,53
2025-04-10 11:29:00,1.008195,415.0924,203.1204,97.2467,43.5058,321.747,33,53
2025-04-10 11:29:03,1.00699,401.268,198.2753,97.33618,43.35074,316.9322,33,53
2025-04-10 11:29:06,1.022755,407.1822,198.7225,95.91864,43.96986,319.5141,33,53
2025-04-10 11:29:08,0.9986063,408.3635,200.0369,95.45843,44.28865,316.4529,33,53
2025-04-10 11:29:11,0.9735689,405.6119,197.203,97.33827,43.91898,319.4914,33,53
2025-04-10 11:29:14,0.9944852,409.5314,199.8003,97.33557,43.44621,323.2566,33,53
2025-04-10 11:29:17,1.011124,411.6183,196.3431,96.83356,43.71483,317.0514,33,53
2025-04-10 11:29:19,0.9958766,411.0984,196.5651,96.99738,43.86655,322.876,33,53
2025-04-10 11:29:22,0.9847561,407.9637,198.2686,98.00372,43.91974,321.3869,33,53
2025-04-10 11:29:25,0.9822821,410.6651,195.9466,96.7495,43.81646,320.2588,33,53
2025-04-10 11:29:28,1.008324,409.8701,197.2067,96.66887,43.5586,320.9445,33,53
2025-04-10 11:29:31,1.0041,407.9705,200.0293,96.83266,43.50534,318.7883,33,53
2025-04-10 11:29:33,1.006905,404.5347,197.8374,96.08585,43.71308,326.5479,33,53
2025-04-10 11:29:36,1.00267,409.8997,196.3557,96.50222,44.1775,319.1488,33,53
2025-04-10 11:29:39,0.9917526,407.9687,198.9133,96.66447,42.96051,314.7686,33,53
2025-04-10 11:29:42,1.011067,409.1263,199.5512,97.16017,43.25099,319.1561,33,53
2025-04-10 11:29:45,1.015217,405.6528,197.0006,97.00004,43.25734,322.0981,33,53
2025-04-10 11:29:47,0.9890679,411.88,194.8591,97.92329,43.30722,319.1059,33,53
2025-04-10 11:29:50,1.013867,410.6693,197.213,96.5853,43.61045,321.748,33,53
2025-04-10 11:29:53,1.011063,409.8761,196.7889,96.5851,44.22844,319.1696,33,53
2025-04-10 11:29:56,0.997234,404.5073,196.3577,96.91506,44.38324,319.1522,33,53
2025-04-10 11:29:59,0.9903763,398.3947,196.765,96.58526,44.81036,320.9997,33,53
2025-04-10 11:30:01,0.9725872,409.1101,198.2733,97.91106,44.39273,319.156,33,53
2025-04-10 11:30:04,1.009714,405.6447,198.5004,96.75092,43.76479,319.1253,33,52
2025-04-10 11:30:07,1.002611,407.1817,201.752,96.74673,42.38176,319.531,33,52
2025-04-10 11:30:10,0.9835239,408.7218,197.4221,96.751,43.81301,319.8677,33,52
2025-04-10 11:30:13,0.9903382,408.7319,196.7445,96.17046,44.2297,314.7016,33,52
2025-04-10 11:30:15,0.9876898,406.4001,199.1412,96.43498,43.81512,312.2466,33,52
2025-04-10 11:30:18,0.9988426,406.407,198.507,96.7489,44.85162,324.4151,33,52
2025-04-10 11:30:21,0.9849468,405.6437,199.5509,96.33823,43.30261,320.6144,33,52
2025-04-10 11:30:24,0.9959032,406.4083,197.6155,96.66726,43.45067,321.7258,33,52
2025-04-10 11:30:27,1.005541,409.8885,198.6978,99.47201,44.70065,318.7899,34,52
2025-04-10 11:30:29,0.9959098,413.7771,200.1981,96.25938,43.56121,318.4356,34,52
2025-04-10 11:30:32,0.9917594,409.4991,197.8575,98.24342,44.23074,320.2656,34,52
2025-04-10 11:30:35,1.001396,409.5087,196.365,97.25156,43.55804,323.9642,34,52
2025-04-10 11:30:38,1.002702,404.1052,200.6208,96.58496,43.81549,320.2068,33,52
2025-04-10 11:30:40,1.004043,400.6117,198.6985,96.58549,44.43409,316.6019,34,52
2025-04-10 11:30:43,0.9944727,409.8758,194.0524,96.8233,43.65442,321.3562,34,52
2025-04-10 11:30:46,1.011068,412.6169,200.2042,97.24536,43.65957,320.616,34,52
2025-04-10 11:30:49,1.00551,408.3344,199.7698,96.50222,43.97039,316.6183,34,52
2025-04-10 11:30:52,1.009739,409.9005,198.9192,97.66271,44.1805,320.6209,34,52
2025-04-10 11:30:54,1.028493,410.3228,197.4146,96.91546,43.76391,317.3161,34,52
2025-04-10 11:30:57,1.006966,413.1185,200.1817,96.17149,43.86686,319.536,34,52
2025-04-10 11:31:00,0.993092,401.7271,199.3555,97.58172,43.71101,320.2562,34,52
2025-04-10 11:31:03,0.9890083,407.581,197.421,97.16368,43.92029,326.6884,34,52
2025-04-10 11:31:06,1.015412,402.4636,197.4233,96.66927,44.02229,319.1568,34,52
2025-04-10 11:31:08,1.020714,411.4846,197.4178,94.78355,44.38735,323.9337,34,52
2025-04-10 11:31:11,0.9944378,409.1279,197.4131,97.16004,44.02172,322.1302,34,52
2025-04-10 11:31:14,1.004136,408.3575,199.1202,97.49638,44.33615,320.2628,34,52
2025-04-10 11:31:17,1.018424,407.8696,199.3501,96.16865,43.81557,319.5219,34,52
2025-04-10 11:31:20,1.006998,407.5601,195.8905,96.41708,44.12876,315.0375,34,52
2025-04-10 11:31:22,1.006977,406.0112,199.3593,93.89635,43.91771,321.3763,34,52
2025-04-10 11:31:25,1.006981,407.176,195.5162,96.74861,43.87081,325.8799,34,52
2025-04-10 11:31:28,1.000031,405.6295,197.6339,96.41915,44.28241,322.0689,34,52
2025-04-10 11:31:31,1.012508,409.5366,199.4733,95.24626,44.54251,322.1213,34,51
2025-04-10 11:31:34,0.9999804,407.1808,200.2086,97.07846,44.49159,321.7477,34,51
2025-04-10 11:31:36,0.9931511,404.8967,197.8504,97.48875,44.02237,320.9963,34,51
2025-04-10 11:31:39,1.001834,403.3615,197.2186,97.90742,43.86827,314.4248,34,51
2025-04-10 11:31:42,0.9972443,412.2428,200.2077,98.56099,44.13151,312.949,34,51
2025-04-10 11:31:45,0.9990363,403.6836,199.5658,97.42203,43.61113,314.0716,34,51
2025-04-10 11:31:48,0.9999205,407.1798,196.9937,96.089,44.0321,324.7607,34,51
2025-04-10 11:31:50,1.000005,403.649,198.2774,96.73789,44.2307,316.1766,34,51
2025-04-10 11:31:53,0.9985918,404.8159,196.1161,97.59949,43.91898,319.8947,34,51
2025-04-10 11:31:56,0.9833952,409.5713,199.1646,97.59265,44.02452,322.8888,34,51
2025-04-10 11:31:59,1.000035,411.864,197.6327,97.0824,43.96944,317.2923,34,51
2025-04-10 11:32:01,0.991705,414.926,199.1373,96.91868,43.66046,324.7984,34,51
2025-04-10 11:32:04,0.9876048,409.9071,200.0058,95.69108,44.07673,319.5251,34,51
2025-04-10 11:32:07,0.987624,407.9581,197.6303,96.8327,43.0063,320.2099,34,51
2025-04-10 11:32:10,1.005521,405.2473,199.7739,97.8126,44.02196,320.6341,34,51
2025-04-10 11:32:13,0.9872718,413.4818,195.9176,96.16773,43.97404,321.3883,34,51
2025-04-10 11:32:15,0.9945228,406.7852,197.641,96.92509,43.96957,324.3511,34,51
2025-04-10 11:32:18,1.013994,408.3049,194.8542,97.41914,43.60263,319.511,34,51
2025-04-10 11:32:21,1.001372,413.2173,196.9921,96.16867,43.3471,328.929,34,51
2025-04-10 11:32:24,0.9958223,413.094,195.7212,97.16736,43.9706,320.2386,34,51
2025-04-10 11:32:27,0.9916781,413.5467,197.6167,96.09338,43.86665,315.1585,34,51
2025-04-10 11:32:29,1.028029,408.3682,195.6881,96.74999,43.81463,322.1334,34,51
2025-04-10 11:32:32,1.011186,409.9142,197.6374,96.4134,43.91883,319.2034,34,51
2025-04-10 11:32:35,1.00001,410.6836,195.9261,97.07825,44.33504,320.2629,34,51
2025-04-10 11:32:38,0.9958063,408.7243,196.9881,96.16875,43.44957,319.1251,34,51
2025-04-10 11:32:41,1.004178,405.6362,197.6313,97.66486,43.29613,318.4138,34,51
2025-04-10 11:32:43,1.008379,407.9494,198.0597,96.6663,44.12643,321.3658,34,51
2025-04-10 11:32:46,0.9876071,398.6339,199.9975,96.41548,44.23174,318.014,34,51
2025-04-10 11:32:49,1.007054,407.5798,199.5684,97.8336,43.71297,320.9945,34,51
2025-04-10 11:32:52,1.006898,407.1857,198.7053,95.2064,44.12653,321.4102,34,51
2025-04-10 11:32:55,0.9960028,407.9442,197.6324,98.16814,43.61018,321.0034,34,51
2025-04-10 11:32:57,1.001424,406.0153,198.4788,97.56551,44.9505,320.2525,34,51
2025-04-10 11:33:00,1.02863,408.3493,200.2226,98.71136,44.17791,318.7953,34,51
2025-04-10 11:33:03,0.9959024,400.0758,198.2748,97.40959,44.28277,318.7938,34,51
2025-04-10 11:33:06,0.9863531,404.9208,192.5442,98.01675,44.22561,321.7386,34,51
2025-04-10 11:33:09,1.00272,405.2569,203.857,97.00017,44.85943,325.082,34,51
2025-04-10 11:33:11,0.9986443,411.8277,199.121,96.91666,43.45782,321.3665,34,51
2025-04-10 11:33:14,1.002752,406.7926,198.7049,96.58871,43.56035,323.2229,34,51
2025-04-10 11:33:17,0.9998625,413.8544,197.8507,96.02293,44.22831,320.6239,34,51
2025-04-10 11:33:20,0.997229,413.8238,200.2023,97.32816,44.07085,324.3426,34,51
2025-04-10 11:33:22,1.009693,414.6043,196.3578,94.81889,44.07289,320.6333,34,51
